id,book_id,user_id,rating,date,number_of_likes
3190,267,83,0,February 24 2014,0
3191,188,31,2,November 25 2016,0
3192,181,86,3,July 21 2011,0
3193,24,62,5,October 29 2016,0
3194,216,111,0,September 11 2019,0
3195,13,92,0,July 29 2019,0
3196,196,63,5,May 24 2018,0
3197,353,119,3,June 11 2012,0
3198,278,91,1,August 6 2018,0
3199,327,93,3,February 16 2017,0
3200,166,4,2,December 14 2019,0
3201,379,29,5,August 12 2015,0
3202,231,0,5,March 26 2016,0
3203,29,16,4,August 12 2013,0
3204,242,124,5,December 2 2016,0
3205,231,109,1,July 13 2018,0
3206,71,86,0,October 7 2017,0
3207,52,14,0,April 24 2013,0
3208,167,40,0,November 17 2015,0
3209,300,59,4,December 9 2012,0
3210,115,125,0,January 18 2017,0
3211,232,94,2,June 1 2015,0
3212,158,57,2,November 4 2015,0
3213,15,5,5,January 11 2015,0
3214,97,49,0,April 4 2018,0
3215,268,121,2,December 10 2016,0
3216,386,93,3,November 5 2015,0
3217,25,40,1,April 23 2016,0
3218,318,21,3,January 25 2011,0
3219,45,126,4,March 25 2011,0
3220,173,88,3,May 15 2011,0
3221,404,6,1,May 18 2019,0
3222,133,91,1,November 25 2012,0
3223,27,33,3,April 21 2019,0
3224,44,45,0,April 6 2017,1
3225,326,83,1,August 16 2009,0
3226,134,94,3,April 3 2012,0
3227,265,115,4,June 17 2018,0
3228,326,5,1,April 8 2015,0
3229,17,97,0,October 24 2018,0
3230,384,125,2,August 21 2019,0
3231,184,130,5,January 6 2018,0
3232,227,114,4,May 4 2017,0
3233,97,105,4,September 13 2017,0
3234,294,52,1,May 27 2016,0
3235,5,81,3,December 6 2017,0
3236,23,125,4,February 15 2014,0
3237,195,27,1,May 26 2017,0
3238,350,82,0,March 21 2013,0
3239,0,68,5,September 5 2019,0
3240,223,62,3,August 15 2019,0
3241,340,44,1,September 28 2018,0
3242,307,47,5,October 18 2018,0
3243,341,22,4,February 29 2015,0
3244,190,95,3,October 21 2015,0
3245,190,125,1,June 13 2014,0
3246,108,121,3,January 2 2012,0
3247,162,105,5,October 19 2018,0
3248,162,12,1,August 24 2011,0
3249,139,21,0,February 21 2008,0
3250,247,64,0,September 10 2018,0
3251,341,96,1,May 7 2016,0
3252,194,62,3,February 7 2019,0
3253,148,30,0,April 28 2017,0
3254,331,27,0,May 15 2019,0
3255,329,77,1,January 14 2019,0
3256,138,35,2,November 3 2019,0
3257,48,33,2,April 7 2017,0
3258,9,97,2,April 7 2017,0
3259,163,68,3,December 4 2017,0
3260,9,23,5,December 7 2017,0
3261,220,45,0,June 9 2019,0
3262,356,10,5,February 25 2018,0
3263,257,46,3,October 25 2012,0
3264,203,101,0,November 17 2019,0
3265,308,111,0,June 3 2019,0
3266,340,121,4,May 17 2016,0
3267,119,76,1,December 12 2015,0
3268,73,35,1,July 6 2019,0
3269,18,79,1,January 29 2016,0
3270,18,87,2,December 25 2013,0
3271,377,69,0,March 24 2019,0
3272,268,14,4,June 17 2017,0
3273,80,104,4,October 18 2016,0
3274,40,4,0,February 5 2018,0
3275,378,93,2,September 21 2009,0
3276,268,61,4,April 15 2019,3
3277,162,125,1,March 23 2016,0
3278,184,27,1,February 19 2017,1
3279,360,2,3,April 5 2015,0
3280,297,35,2,May 23 2018,0
3281,24,55,0,January 26 2017,0
3282,296,100,1,October 6 2017,0
3283,254,31,0,November 24 2013,0
3284,196,126,0,February 11 2015,0
3285,90,113,1,December 12 2017,0
3286,364,79,1,August 1 2017,0
3287,390,59,5,June 17 2018,0
3288,218,32,5,November 13 2012,0
3289,322,1,4,November 12 2013,1
3290,371,30,2,October 3 2016,0
3291,118,25,4,September 2 2015,0
3292,161,53,3,October 29 2018,0
3293,350,62,5,October 9 2018,0
3294,241,81,2,November 28 2017,0
3295,198,27,0,August 29 2018,0
3296,168,45,3,March 3 2019,0
3297,167,40,3,May 4 2014,0
3298,98,42,2,May 19 2016,0
3299,168,44,5,January 6 2018,0
3300,258,51,4,September 11 2018,0
3301,111,85,2,January 12 2011,0
3302,225,33,4,August 17 2017,0
3303,229,10,1,December 11 2017,0
3304,284,99,5,April 10 2011,1
3305,23,28,2,April 11 2019,0
3306,242,92,4,November 20 2019,0
3307,71,38,5,November 19 2018,0
3308,41,78,4,June 29 2018,0
3309,139,29,4,May 27 2018,0
3310,212,84,5,September 9 2016,0
3311,97,34,1,August 29 2019,0
3312,329,101,3,February 17 2019,0
3313,165,126,5,January 21 2015,0
3314,389,16,1,February 16 2014,0
3315,157,34,3,December 7 2017,0
3316,379,101,4,January 16 2017,0
3317,179,117,1,October 1 2019,0
3318,235,23,1,December 26 2014,0
3319,105,64,0,February 24 2016,0
3320,131,87,2,January 10 2014,0
3321,269,102,3,August 25 2019,0
3322,329,57,4,October 27 2012,0
3323,218,109,3,October 15 2016,0
3324,250,100,5,June 25 2018,0
3325,146,37,1,October 9 2013,0
3326,164,75,3,February 6 2017,0
3327,253,39,2,April 11 2013,0
3328,340,92,5,January 23 2018,0
3329,155,35,2,March 26 2018,0
3330,316,100,0,July 1 2017,0
3331,129,58,3,August 5 2019,0
3332,140,86,5,March 11 2012,0
3333,79,8,0,May 1 2011,0
3334,355,27,1,July 16 2019,0
3335,264,105,4,August 3 2019,0
3336,272,113,1,November 28 2017,0
3337,197,106,2,August 2 2012,0
3338,82,104,5,December 21 2017,0
3339,285,81,5,June 28 2017,0
3340,279,125,2,March 3 2018,0
3341,87,36,3,January 28 2017,0
3342,135,47,1,May 18 2019,0
3343,146,22,3,March 24 2015,0
3344,131,9,4,June 19 2016,0
3345,201,97,3,November 12 2018,0
3346,338,90,4,August 9 2019,0
3347,77,11,1,March 13 2018,0
3348,142,46,1,September 15 2016,0
3349,120,5,1,April 20 2017,0
3350,331,38,2,September 1 2012,0
3351,391,118,3,January 12 2018,0
3352,311,89,2,April 26 2013,0
3353,166,22,1,February 28 2015,0
3354,337,34,2,July 3 2019,0
3355,95,2,2,November 11 2013,0
3356,361,25,2,June 23 2015,0
3357,349,58,1,March 14 2018,0
3358,63,24,0,October 22 2019,0
3359,185,115,4,January 2 2019,0
3360,221,58,3,July 14 2017,0
3361,64,24,0,October 21 2019,0
3362,104,96,4,December 4 2011,0
3363,7,8,4,August 8 2017,0
3364,151,97,0,March 13 2017,0
3365,2,80,3,September 19 2019,0
3366,288,130,2,March 13 2016,0
3367,260,19,0,April 9 2014,0
3368,29,83,4,September 28 2016,0
3369,53,23,5,June 29 2014,0
3370,62,16,5,January 19 2014,0
3371,136,41,4,August 18 2018,0
3372,53,92,0,September 9 2018,0
3373,25,6,0,May 4 2017,0
3374,21,106,2,June 2 2015,0
3375,297,15,5,February 10 2010,0
3376,164,75,1,November 20 2017,0
3377,346,36,3,September 20 2017,0
3378,294,63,2,December 14 2013,0
3379,292,56,4,March 3 2013,0
3380,228,48,3,May 26 2016,0
3381,340,54,3,April 29 2019,0
3382,402,96,0,December 21 2015,0
3383,131,81,0,January 5 2019,0
3384,123,105,4,March 12 2018,0
3385,319,73,0,March 4 2013,0
3386,154,90,5,June 25 2017,0
3387,312,27,2,September 21 2019,0
3388,69,21,2,April 26 2016,0
3389,329,74,4,July 10 2011,0
3390,192,128,1,January 20 2012,0
3391,183,73,1,March 27 2016,0
3392,304,124,3,July 27 2015,2
3393,231,79,3,November 15 2019,0
3394,357,88,2,February 21 2016,0
3395,271,121,5,November 25 2013,0
3396,193,88,1,March 20 2014,0
3397,98,5,3,August 17 2018,0
3398,68,129,1,June 12 2019,0
3399,60,37,0,August 14 2016,0
3400,297,1,0,June 23 2014,0
3401,303,25,3,January 1 2016,0
3402,201,101,2,September 8 2016,0
3403,101,36,0,October 3 2018,0
3404,4,17,0,July 3 2019,0
3405,386,88,5,January 27 2011,0
3406,90,85,0,June 12 2014,0
3407,194,61,4,February 1 2013,0
3408,89,127,5,May 26 2019,0
3409,243,70,5,November 18 2018,0
3410,247,1,5,September 3 2013,0
3411,198,26,3,August 13 2010,0
3412,368,125,2,October 3 2018,0
3413,371,74,2,October 18 2011,0
3414,338,60,5,February 23 2016,0
3415,62,29,0,January 5 2019,0
3416,215,5,5,May 18 2018,0
3417,223,109,3,January 2 2017,0
3418,355,87,4,October 6 2015,0
3419,195,45,5,January 8 2017,0
3420,157,2,1,March 4 2014,0
3421,344,45,1,March 20 2019,0
3422,329,103,1,July 27 2018,0
3423,19,16,0,September 17 2013,0
3424,182,87,0,July 22 2018,0
3425,359,16,5,February 26 2015,0
3426,275,104,5,August 10 2018,0
3427,37,125,4,February 10 2018,0
3428,2,31,2,March 8 2018,0
3429,298,0,0,July 12 2016,0
3430,296,87,0,November 21 2017,0
3431,56,99,5,July 21 2008,0
3432,153,56,2,October 17 2014,0
3433,207,49,2,October 21 2019,0
3434,391,99,1,March 21 2010,0
3435,159,97,5,October 23 2019,0
3436,220,73,1,March 10 2017,0
3437,233,119,5,March 14 2012,0
3438,334,65,3,September 1 2015,0
3439,107,51,5,October 14 2017,0
3440,116,63,2,April 21 2016,0
3441,127,49,1,September 4 2019,0
3442,183,119,5,November 27 2018,0
3443,399,99,1,November 25 2011,0
3444,385,85,4,February 18 2014,0
3445,157,121,3,May 11 2019,0
3446,63,58,4,September 10 2019,0
3447,204,10,5,March 19 2018,0
3448,72,15,2,March 26 2016,0
3449,47,19,1,July 6 2014,0
3450,376,32,0,October 14 2016,0
3451,355,72,1,November 26 2016,0
3452,62,7,1,August 8 2015,0
3453,374,119,4,July 24 2015,0
3454,123,104,0,December 16 2015,0
3455,153,25,5,October 22 2018,0
3456,117,100,0,January 20 2017,0
3457,269,16,5,January 2 2019,0
3458,391,27,2,February 25 2017,0
3459,220,127,4,July 8 2017,0
3460,46,98,0,December 5 2018,0
3461,0,33,0,April 15 2016,0
3462,40,14,3,May 20 2017,0
3463,186,14,3,August 14 2014,0
3464,403,37,3,December 8 2019,0
3465,390,131,0,February 13 2015,0
3466,398,20,0,May 28 2011,0
3467,227,106,2,June 4 2015,0
3468,37,37,3,October 14 2018,0
3469,259,125,0,July 5 2015,0
3470,28,73,5,July 8 2015,0
3471,396,94,4,April 4 2011,0
3472,299,74,4,July 10 2010,0
3473,35,116,3,July 18 2014,0
3474,399,19,4,March 18 2015,0
3475,233,119,2,February 1 2014,0
3476,141,27,1,March 7 2018,0
3477,14,43,5,February 6 2016,0
3478,187,26,5,December 7 2016,0
3479,239,124,2,February 18 2017,0
3480,178,105,1,January 23 2019,0
3481,234,2,1,February 2 2014,0
3482,164,107,1,November 2 2016,2
3483,131,89,1,December 7 2018,0
3484,286,7,5,June 18 2017,0
3485,370,127,2,November 16 2018,0
3486,230,53,3,May 21 2018,0
3487,78,119,5,September 6 2018,0
3488,187,122,0,May 1 2018,0
3489,183,115,5,April 8 2019,0
3490,103,10,4,April 20 2019,0
3491,359,7,1,December 6 2016,0
3492,115,110,3,January 21 2017,0
3493,151,73,4,September 25 2013,0
3494,234,2,0,May 17 2015,0
3495,125,125,4,December 29 2019,0
3496,19,29,3,May 24 2016,0
3497,63,78,0,February 15 2018,0
3498,230,87,2,March 29 2016,0
3499,9,123,4,November 13 2018,0
3500,55,36,2,January 18 2018,0
3501,112,75,5,February 15 2018,0
3502,6,49,3,September 20 2018,0
3503,214,35,0,June 19 2018,0
3504,190,73,4,September 27 2014,0
3505,160,97,5,March 3 2017,0
3506,235,99,4,August 15 2017,0
3507,354,19,0,April 3 2017,0
3508,201,120,2,August 18 2015,0
3509,224,5,1,December 10 2019,0
3510,25,85,0,March 15 2011,0
3511,130,126,4,October 20 2011,0
3512,46,87,4,April 29 2017,0
3513,372,41,3,February 16 2011,0
3514,79,28,0,February 8 2017,0
3515,70,17,5,January 27 2019,0
3516,395,52,1,February 8 2019,0
3517,37,50,3,August 12 2012,0
3518,10,12,2,September 2 2018,0
3519,165,83,2,March 3 2011,0
3520,400,123,5,November 5 2016,0
3521,120,32,1,August 23 2016,0
3522,360,72,0,March 11 2019,0
3523,299,25,5,December 13 2018,0
3524,160,85,2,October 26 2015,0
3525,380,32,0,June 26 2019,0
3526,257,96,1,February 18 2017,0
3527,274,57,5,April 27 2019,0
3528,267,81,1,January 11 2017,0
3529,54,36,4,August 6 2016,0
3530,122,40,4,March 16 2017,0
3531,376,21,1,April 4 2009,0
3532,368,122,4,February 4 2018,0
3533,86,5,4,November 1 2018,0
3534,25,25,2,March 16 2015,0
3535,54,87,3,December 5 2013,0
3536,79,129,5,May 1 2017,0
3537,193,8,2,August 15 2009,0
3538,128,42,5,August 29 2014,0
3539,13,24,0,August 8 2019,0
3540,122,2,5,September 26 2019,0
3541,337,66,0,May 26 2018,0
3542,319,57,1,August 29 2011,0
3543,135,35,0,June 15 2018,0
3544,306,100,1,October 27 2019,0
3545,290,129,5,February 10 2015,0
3546,15,129,2,November 13 2015,1
3547,67,79,5,November 6 2018,0
3548,353,38,5,June 13 2019,0
3549,124,127,3,March 10 2018,0
3550,37,47,4,October 7 2018,0
3551,350,65,2,March 20 2014,0
3552,197,47,2,October 7 2017,0
3553,171,79,4,February 29 2018,0
3554,227,73,0,August 6 2016,0
3555,62,7,1,January 8 2018,0
3556,82,61,5,March 29 2018,0
3557,251,9,4,May 4 2017,0
3558,92,49,0,October 6 2017,1
3559,106,121,4,August 25 2016,0
3560,295,23,4,February 11 2010,0
3561,318,67,5,May 17 2016,0
3562,77,13,4,March 4 2017,0
3563,262,71,4,December 29 2018,0
3564,302,55,3,January 26 2017,0
3565,397,41,4,December 17 2015,0
3566,173,127,4,May 4 2019,0
3567,25,126,2,December 3 2010,0
3568,372,10,4,October 24 2018,0
3569,338,109,1,April 3 2018,0
3570,133,20,5,February 8 2019,0
3571,237,104,2,July 19 2014,0
3572,161,128,0,April 9 2016,0
3573,282,56,1,October 2 2013,0
3574,224,100,1,June 14 2017,0
3575,351,93,0,June 10 2018,0
3576,93,53,0,March 23 2018,0
3577,341,92,5,September 2 2018,0
3578,308,8,2,January 12 2017,0
3579,389,48,3,April 8 2015,0
3580,145,8,2,March 17 2008,0
3581,182,65,0,December 7 2014,0
3582,53,82,0,June 4 2017,0
3583,345,35,5,December 27 2019,0
3584,179,88,5,October 3 2016,0
3585,263,48,1,February 10 2016,0
3586,114,30,1,June 7 2019,4
3587,30,93,0,July 5 2013,0
3588,349,126,2,September 21 2016,0
3589,158,26,0,December 27 2013,0
3590,298,60,2,April 10 2019,0
3591,344,122,4,April 9 2018,1
3592,270,18,0,May 11 2016,0
3593,61,113,4,September 6 2018,0
3594,357,60,5,July 26 2018,0
3595,49,122,0,June 8 2018,0
3596,339,106,5,September 22 2017,0
3597,30,108,3,April 7 2014,0
3598,284,21,2,June 7 2013,0
3599,32,102,3,January 22 2019,0
3600,142,72,3,September 19 2018,0
3601,30,106,5,April 16 2012,0
3602,106,0,5,September 3 2015,0
3603,404,114,2,October 16 2016,0
3604,305,110,5,August 29 2012,0
3605,242,104,3,December 27 2019,0
3606,185,16,4,April 19 2015,0
3607,379,110,1,January 23 2017,0
3608,84,113,2,August 29 2017,0
3609,134,72,2,August 6 2016,0
3610,92,91,5,September 1 2013,0
3611,304,56,0,August 12 2014,0
3612,376,22,4,June 21 2016,0
3613,342,118,0,December 21 2019,0
3614,350,16,0,June 20 2016,0
3615,256,71,5,July 28 2013,0
3616,206,85,1,June 29 2013,0
3617,36,88,5,March 2 2012,0
3618,241,33,3,September 19 2017,0
3619,325,47,1,January 16 2015,0
3620,269,109,0,August 26 2016,0
3621,4,53,3,December 16 2018,0
3622,154,19,4,June 28 2019,0
3623,63,61,1,January 26 2018,0
3624,234,57,3,October 12 2016,0
3625,183,108,5,August 16 2012,0
3626,159,69,4,August 24 2017,0
3627,203,66,4,December 16 2018,0
3628,330,78,2,May 20 2017,0
3629,155,82,2,June 12 2017,0
3630,141,108,2,November 28 2016,0
3631,134,85,0,November 24 2012,0
3632,197,64,1,March 2 2011,0
3633,376,2,1,November 12 2018,0
3634,59,16,4,September 14 2018,0
3635,110,105,3,February 18 2017,0
3636,359,30,4,February 13 2018,0
3637,263,101,2,November 22 2018,0
3638,6,91,4,December 12 2017,0
3639,115,9,5,July 22 2016,0
3640,11,117,1,December 28 2018,2
3641,293,61,4,June 28 2018,0
3642,161,30,5,May 6 2016,0
3643,190,119,3,September 26 2011,0
3644,298,125,1,May 13 2016,0
3645,109,44,0,June 17 2016,0
3646,288,27,5,July 15 2018,0
3647,106,74,2,March 3 2019,0
3648,194,11,0,July 26 2018,0
3649,240,55,3,January 4 2019,0
3650,83,29,1,July 1 2019,0
3651,85,90,2,August 25 2019,0
3652,293,55,0,September 11 2016,0
3653,28,60,0,September 28 2016,0
3654,251,96,4,July 13 2019,0
3655,7,65,1,June 25 2014,0
3656,193,56,1,May 8 2018,0
3657,57,118,3,February 12 2019,0
3658,198,18,4,April 21 2013,0
3659,330,64,5,May 27 2019,0
3660,152,101,3,October 25 2018,0
3661,32,68,1,July 15 2019,0
3662,60,70,0,March 28 2019,0
3663,371,17,0,October 28 2018,0
3664,377,71,3,February 27 2017,0
3665,19,94,3,February 16 2016,0
3666,147,70,1,November 23 2019,0
3667,90,22,4,February 9 2013,0
3668,11,60,2,March 12 2013,0
3669,30,89,2,June 26 2013,0
3670,52,96,0,November 24 2013,0
3671,63,10,2,September 14 2018,0
3672,110,31,0,September 7 2017,0
3673,254,92,3,July 2 2018,0
3674,217,81,2,August 7 2016,0
3675,280,85,1,December 23 2011,0
3676,58,120,5,September 15 2016,0
3677,66,41,1,September 17 2017,0
3678,57,127,0,August 14 2018,0
3679,11,38,1,September 10 2012,0
3680,5,117,1,December 24 2019,0
3681,369,33,0,December 6 2016,0
3682,349,49,3,February 1 2019,0
3683,46,106,1,August 21 2019,0
3684,393,12,2,February 8 2017,0
3685,393,22,1,January 14 2019,0
3686,263,112,3,September 11 2016,0
3687,256,1,4,May 6 2018,0
3688,211,119,2,September 9 2017,0
3689,357,88,2,September 19 2016,0
3690,112,94,3,November 7 2018,0
3691,153,87,4,June 3 2013,0
3692,160,111,4,April 4 2019,0
3693,26,1,2,March 24 2015,0
3694,185,24,5,October 7 2018,0
3695,143,48,5,July 1 2016,0
3696,207,61,2,July 9 2019,0
3697,153,131,2,October 5 2016,0
3698,138,118,3,October 7 2019,0
3699,35,41,5,November 12 2016,0
3700,397,102,2,May 25 2019,0
3701,215,89,5,August 21 2013,0
3702,390,103,4,August 9 2013,0
3703,374,107,0,January 7 2015,0
3704,140,56,1,January 11 2011,0
3705,260,17,0,August 24 2018,0
3706,320,103,5,August 4 2019,0
3707,31,88,1,November 22 2017,0
3708,88,57,1,April 27 2010,0
3709,59,107,3,February 9 2009,0
3710,31,52,4,December 8 2017,0
3711,240,56,4,September 9 2013,0
3712,338,95,0,November 19 2017,0
3713,291,80,4,April 5 2019,0
3714,310,21,5,September 18 2008,0
3715,283,2,2,April 14 2019,0
3716,277,76,1,May 10 2018,0
3717,321,71,5,December 29 2013,0
3718,14,12,5,January 24 2013,0
3719,373,16,0,January 8 2015,0
3720,273,115,2,October 21 2017,0
3721,139,90,4,May 16 2019,0
3722,394,33,3,March 3 2015,0
3723,187,62,3,February 6 2018,0
3724,24,10,4,November 11 2016,0
3725,406,107,4,December 1 2015,0
3726,60,74,5,June 26 2015,0
3727,44,11,4,April 28 2017,0
3728,231,5,4,April 18 2019,0
3729,246,119,5,May 20 2013,0
3730,85,33,4,April 23 2019,0
3731,116,131,4,May 27 2014,0
3732,201,72,1,December 17 2017,0
3733,315,21,0,September 24 2008,0
3734,211,114,1,April 15 2012,0
3735,36,14,5,July 28 2011,0
3736,372,32,5,November 26 2016,0
3737,104,95,0,January 25 2019,0
3738,272,116,5,November 3 2012,0
3739,104,101,4,September 7 2018,0
3740,220,48,2,August 28 2015,0
3741,256,44,1,March 19 2018,0
3742,83,77,5,October 26 2019,0
3743,34,102,5,June 26 2016,0
3744,5,23,2,April 5 2018,0
3745,288,118,4,October 7 2019,0
3746,209,14,0,April 5 2016,0
3747,360,28,1,January 17 2019,0
3748,3,99,0,January 9 2012,0
3749,325,27,3,November 7 2017,0
3750,312,121,5,April 18 2018,0
3751,196,17,5,February 6 2018,0
3752,53,5,4,September 23 2016,0
3753,232,85,3,June 13 2015,0
3754,284,56,1,April 24 2017,0
3755,281,40,2,September 13 2018,0
3756,232,0,5,July 5 2017,0
3757,26,107,5,April 5 2015,0
3758,182,75,0,December 9 2018,1
3759,355,66,1,April 14 2018,0
3760,405,94,1,April 10 2018,0
3761,183,102,5,March 24 2014,0
3762,255,4,5,October 25 2017,0
3763,35,25,3,September 21 2017,0
3764,117,0,1,June 12 2017,0
3765,323,89,3,January 8 2018,0
3766,85,90,2,May 20 2018,0
3767,241,70,4,January 19 2019,0
3768,71,92,0,June 21 2018,0
3769,242,35,1,April 21 2018,0
3770,172,129,2,June 11 2017,2
3771,197,48,3,January 9 2013,0
3772,353,6,3,September 12 2017,0
3773,197,108,0,August 4 2015,0
3774,82,85,0,October 1 2011,0
3775,11,60,5,September 12 2019,0
3776,227,44,4,November 8 2017,0
3777,234,103,1,July 8 2017,0
3778,87,11,1,June 14 2017,1
3779,375,87,0,October 7 2011,0
3780,88,80,0,August 4 2018,0
3781,240,107,5,March 5 2011,0
3782,328,66,2,January 24 2019,0
3783,267,28,0,May 16 2017,0
3784,149,81,3,October 19 2018,0
3785,300,11,5,November 24 2019,0
3786,257,91,3,May 12 2019,0
3787,173,7,0,February 20 2016,0
3788,44,25,1,November 28 2019,0
3789,172,112,4,March 14 2016,0
3790,139,73,1,June 28 2019,0
3791,384,109,1,November 26 2016,0
3792,139,17,0,February 11 2018,0
3793,315,95,2,May 18 2015,0
3794,9,105,2,May 17 2017,0
3795,41,1,0,July 14 2013,0
3796,143,78,4,June 15 2018,0
3797,219,76,4,July 15 2015,0
3798,145,68,2,December 18 2019,0
3799,251,22,1,March 12 2016,0
3800,224,35,0,January 9 2018,0
3801,360,62,1,December 21 2017,0
3802,101,62,2,November 1 2018,0
3803,259,1,3,January 18 2018,0
3804,288,115,1,May 7 2018,0
3805,158,65,3,January 19 2016,0
3806,46,33,4,February 3 2016,0
3807,6,114,5,July 10 2010,0
3808,130,79,0,February 12 2018,0
3809,145,32,3,May 20 2012,0
3810,164,98,4,February 3 2017,0
3811,285,70,5,December 8 2018,0
3812,385,64,4,January 1 2018,0
3813,68,13,1,April 10 2018,0
3814,290,14,1,January 22 2017,0
3815,274,130,5,May 13 2017,0
3816,37,11,1,June 3 2019,0
3817,394,70,1,November 12 2017,0
3818,95,128,3,August 24 2018,0
3819,308,125,3,July 8 2015,0
3820,64,74,5,February 3 2011,0
3821,71,129,1,April 24 2017,0
3822,101,102,5,May 16 2014,0
3823,43,50,4,July 26 2016,2
3824,396,30,5,August 15 2017,0
3825,276,48,5,July 6 2016,0
3826,93,105,4,February 23 2019,0
3827,402,104,1,December 19 2019,0
3828,187,38,5,March 1 2017,0
3829,128,72,1,January 29 2018,0
3830,113,80,0,September 6 2018,0
3831,388,124,4,May 24 2018,0
3832,404,22,3,July 4 2019,0
3833,157,104,1,January 29 2017,0
3834,241,7,4,December 5 2018,0
3835,131,123,5,November 18 2014,0
3836,146,21,2,October 5 2018,0
3837,19,0,3,May 18 2015,0
3838,70,38,0,May 4 2017,0
3839,123,66,5,June 23 2019,0
3840,246,60,4,October 5 2018,0
3841,405,83,5,February 15 2017,0
3842,99,9,4,August 26 2016,0
3843,112,74,0,March 18 2014,0
3844,301,44,4,June 14 2019,0
3845,251,41,5,July 29 2016,0
3846,332,107,1,September 14 2010,0
3847,253,128,1,August 25 2017,0
3848,356,47,5,October 9 2018,0
3849,283,44,4,October 28 2016,0
3850,240,120,1,May 17 2014,0
3851,10,64,4,December 22 2018,0
3852,289,128,2,September 23 2016,0
3853,115,129,0,October 15 2014,0
3854,102,37,5,December 11 2013,0
3855,83,50,1,July 6 2012,0
3856,100,68,3,July 18 2017,0
3857,406,25,0,July 7 2019,1
3858,12,53,2,April 12 2019,0
3859,338,100,5,October 10 2018,0
3860,219,45,4,December 7 2017,0
3861,220,12,5,September 6 2018,0
3862,354,25,5,November 17 2016,0
3863,361,121,1,May 16 2014,0
3864,287,103,3,January 24 2018,0
3865,371,12,2,June 20 2012,0
3866,170,111,1,August 10 2018,0
3867,35,63,0,December 17 2008,0
3868,36,129,0,August 23 2017,0
3869,193,63,0,June 6 2008,0
3870,240,2,2,February 10 2014,0
3871,329,15,2,April 17 2018,0
3872,119,26,3,October 2 2010,0
3873,7,107,0,August 15 2011,0
3874,403,61,1,March 4 2012,0
3875,387,68,2,December 24 2018,0
3876,200,108,5,November 1 2015,0
3877,149,0,1,October 9 2016,0
3878,170,122,2,December 13 2018,0
3879,107,123,0,March 21 2016,0
3880,71,103,2,December 9 2013,0
3881,345,25,5,June 22 2018,0
3882,214,85,0,December 17 2011,0
3883,82,17,1,July 24 2019,0
3884,141,60,3,August 10 2017,2
3885,217,68,5,July 13 2019,0
3886,42,104,1,November 16 2014,0
3887,15,51,5,December 11 2019,0
3888,283,29,2,September 9 2017,0
3889,303,109,5,October 17 2017,0
3890,54,131,2,December 21 2018,0
3891,389,3,0,March 29 2011,0
3892,78,44,1,October 7 2016,0
3893,318,68,1,December 9 2018,0
3894,372,71,4,November 7 2015,0
3895,209,97,4,February 23 2018,0
3896,178,115,0,August 3 2018,0
3897,120,115,1,August 11 2017,0
3898,246,118,3,February 12 2019,0
3899,359,85,0,February 16 2017,0
3900,205,86,0,October 2 2018,0
3901,312,23,4,September 4 2014,0
3902,203,72,1,March 29 2019,0
3903,48,74,3,October 23 2017,0
3904,194,113,1,November 5 2019,0
3905,307,29,2,February 21 2017,0
3906,263,56,0,October 12 2013,0
3907,305,27,1,October 25 2018,0
3908,357,111,4,August 29 2019,0
3909,399,130,0,August 16 2018,0
3910,314,91,5,December 15 2019,0
3911,112,72,1,October 5 2017,0
3912,233,65,4,August 21 2014,0
3913,262,29,1,February 22 2018,0
3914,153,117,1,December 19 2019,0
3915,336,1,0,July 2 2019,0
3916,262,50,4,August 17 2011,0
3917,141,91,2,June 25 2019,0
3918,243,74,1,April 4 2017,0
3919,28,117,2,November 5 2018,0
3920,115,73,1,May 4 2018,0
3921,331,54,2,September 2 2019,0
3922,391,123,1,July 19 2014,0
3923,403,70,5,April 26 2017,8
3924,136,53,1,October 1 2014,0
3925,177,119,5,June 15 2012,0
3926,165,97,1,September 12 2016,1
3927,11,96,2,September 26 2012,0
3928,308,5,2,August 24 2015,0
3929,362,94,4,July 18 2016,0
3930,311,69,3,August 14 2008,0
3931,104,31,1,May 9 2017,0
3932,185,62,2,January 21 2019,0
3933,192,87,1,August 14 2012,0
3934,184,120,5,February 29 2013,0
3935,64,95,3,October 8 2016,0
3936,362,125,1,December 28 2018,0
3937,0,84,3,July 23 2015,0
3938,368,61,4,January 2 2015,0
3939,143,10,4,May 11 2019,0
3940,84,38,3,October 24 2013,0
3941,232,69,2,April 8 2010,0
3942,79,54,1,September 17 2018,0
3943,47,12,0,June 21 2016,0
3944,96,81,0,March 19 2019,0
3945,184,99,2,December 10 2012,0
3946,20,131,5,November 16 2018,0
3947,312,20,2,February 19 2014,0
3948,133,3,4,April 7 2017,0
3949,338,127,3,July 1 2017,0
3950,60,22,5,March 27 2014,0
3951,70,105,3,May 4 2017,0
3952,146,1,4,January 25 2013,0
3953,104,13,2,December 8 2019,0
3954,201,8,3,July 18 2016,0
3955,85,0,5,September 21 2015,0
3956,241,53,1,July 20 2015,0
3957,394,85,2,August 2 2017,0
3958,96,41,1,March 15 2012,0
3959,43,37,4,December 9 2015,0
3960,41,40,2,May 26 2016,0
3961,51,99,2,August 25 2013,0
3962,182,127,1,February 20 2017,0
3963,271,82,4,September 3 2017,0
3964,80,58,1,March 24 2018,0
3965,140,90,0,December 17 2018,0
